FMID,MarketName,Website,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,updateTime
1000337,SLO Grange Farmers Market,,2880 Broad Street,San Luis Obispo,San Luis Obispo,California,,,,,,,,,,-120.652,35.2637,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1007814,Small Farms Network Butler County Market,http://www.sustainablecommunitiesozarks.org,77 Ponder Stree,"Harviell, MO",Butler,Missouri,63954,07/01/2013 to 11/30/2013,Fri: 8:00 AM-3:00 PM;,,,,,,,-90.473872999999998,36.665092000000001,Other,Y,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,07/ 8/13 20:39
1006104,Smart Markets Bristow,http://www.smartmarkets.org,8301 Linton Hall Rd.,Bristow,Prince William,Virginia,20136,April to November,sun:10:30 AM - 2:30 PM;,December to March,sun:10:30 AM - 1:30 PM;,,,,,-77.594453900000005,38.774489199999998,Educational institution,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,08/15/12 12:33
1006102,Smart Markets Lorton,http://www.smartmarkets.org,9601 Ox Rd.,Lorton,Fairfax,Virginia,22079,May to October,Thu:3:30 PM - 7:00 PM;,November to April,Thu:3:00 PM - 6:00 PM;Thu:3:00 PM - 6:00 PM;,,,,,-77.255049,38.697695899999999,Educational institution,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,04/27/12 10:02
1008086,Smart Markets Manassas Park,http://www.smartmarkets.org/our-markets.html#manassaspark,1 Park Center Ct.,Manassas Park,Prince William,Virginia,20111,05/10/2013 to 11/22/2013,Fri: 3:00 PM-7:00 PM;,,,,,,,-77.442363,38.766719999999999,Local government building grounds,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,06/12/13 10:15
1006100,Smart Markets Oakton,http://www.smartmarkets.org,2854 Hunter Mill Rd.,Oakton,Fairfax,Virginia,22124,April to November,Sat:10:00 AM - 2:00 PM;,December to March,Sat:10:00 AM - 1:00 PM;,,,,,-77.302139999999994,38.884909999999998,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,04/26/12 15:01
1006101,Smart Markets Reston,http://www.smartmarkets.org,12001 Sunrise Valley Dr.,Reston,Fairfax,Virginia,20191,April to October,Wed:3:30 PM - 7:00 PM;,November to December,Wed:3:00 PM - 6:00 PM;,,,,,-77.360787400000007,38.9454335,Private business parking lot,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,04/26/12 20:32
1006103,Smart Markets Springfield,http://www.smartmarkets.org,6417 Loisdale Rd.,Springfield,Fairfax,Virginia,22150,05/04/2013 to 11/23/2013,Sat: 10:00 AM-2:00 PM;,,,,,,,-77.175747000000001,38.777416000000002,Private business parking lot,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,06/12/13 10:10
1006721,Smith County Farmer' Market,,321 W. Highway 36,Smith Center,Smith,Kansas,66967,07/27/2013 to 09/28/2013,Sat: 8:00 AM-11:00 AM;,,,,,,,-98.790094999999994,39.784736000000002,Private business parking lot,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,06/12/13 14:45
1007377,Smith County Fruit & Vegetable Association F M,,Smith County Tobacco Warehouse,South Cathage,Smith,Tennessee,37030,,,,,,,,,-85.949100000000001,36.237200000000001,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1000596,Smithfield Farmers Market,http://www.smithfieldfarmersmarket.org/,319B Main Street,Smithfield,Isle of Wight,Virginia,23430,03/23/2013 to 12/21/2013,Sun: 9:00 AM-12:00 PM;,,,,,,,-76.631266999999994,36.981648,Private business parking lot,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,06/17/13 16:03
1005205,Smithfield Farmers Market,http://www.smithfield-nc.com/farmersmarket,350 E. Market Street,Smithfield,Johnston,North Carolina,27577,April to August,Fri:9:00 AM - 1:00 PM;Sat:9:00 AM - 1:00 PM;,,,,,,,-78.345212000000004,35.510483000000001,Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,05/17/12 15:30
1007143,Smyrna Farmers Market,,108 David Collins Drive,Smyrna,Rutherford County,Tennessee,,,,,,,,,,-86.523600000000002,35.982199999999999,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1008895,SMYRNA FARMERS' MARKET,,27 South Market Street Plaza,Smyrna,Kent,Delaware,19977,06/15/2013 to 10/05/2013,Sat: 9:00 AM-1:00 PM;,,,,,,,-75.606499999999997,39.299252000000003,Closed-off public street,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,07/19/13 13:30
1001467,Snellville Farmers Market,http://www.snellvillefarmersmarket.com,2342 Oak Road,Snellville,Gwinnett,Georgia,30078,06/01/2013 to 09/28/2013,Sat: 8:00 AM-12:00 PM;,,,,,,,-84.016057000000004,33.858021100000002,Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,06/17/13 14:33
1003358,Snohomish Farmers Market,http://www.snohomishfarmersmarket.com,Cedar Ave and Pearl St,Snohomish,Snohomish,Washington,98290,05/09/2013 to 10/03/2013,Thu: 3:00 PM-7:30 PM;,,,,,,,-122.0917196,47.911642899999997,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,06/18/13 18:37
1002488,Snow Hill Farmers Market,http://www.snowhillmd.com/index.cfm,210 W. Green Street,Snow Hill,Worcester,Maryland,21863,05/02/2013 to 09/26/2013,Thu: 12:00 PM-5:00 PM;,,,,,,,-75.394388000000006,38.176878000000002,Local government building grounds,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,06/10/13 12:48
1004797,Socorro Farmers' Market,,Socorro Plaza Park,Socorro,Socorro,New Mexico,,June to October,Tue:5:00 PM - 7:00 PM;Sat:8:00 AM - 11:00 AM;,,,,,,,-106.893,34.057299999999998,Other,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,05/17/12 15:12
1004798,Socorro Farmers' Market,,Center Street,Socorro,Socorro,New Mexico,,November to February,Sat:9:00 AM - 11:00 AM;,,,,,,,-106.89270860000001,34.053297999999998,Private business parking lot,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,05/17/12 15:12
1000090,Socrates Sculpture Park Greenmarket,http://www.grownyc.org,Vernon Blvd & Broadway,Queens,Queens,New York,11106,06/01/2013 to 11/23/2013,Sat: 8:00 AM-4:00 PM;,,,,,,,-73.935900000000004,40.767600000000002,Other,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,07/23/13 14:53
1004111,Soda Springs Farmers Market,,City Park,Soda Springs,Caribou,Idaho,83276,January to December,Wed:3:00 pm - 6:00 pm;,,,,,,,-111.605,42.654600000000002,Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,04/21/11 13:30
1006720,Sodus Farmers' Market,http://www.sutmc.org/farmersMarket.html,58 W. Main Street,Sodus,Wayne,New York,14551,06/12/2013 to 10/09/2013,Wed: 2:30 PM-6:00 PM;,,,,,,,-77.065869800000002,43.236170799999996,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,06/13/13 08:16
1003836,Solana Beach Farmers Market,http://www.solanabeachfarmersmarket.com,444 South Cedros Avenue,Solana Beach,San Diego,California,92075,,Sun: 1:00 PM-5:00 PM;,,,,,,,-117.269204,32.987194000000002,Private business parking lot,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,06/10/13 15:07
1002553,Soldotna Wednesday Market,,"Soldotna Creek Park, behind Don Jose’s",Soldotna,,Alaska,99669,,,,,,,,,-151.05799999999999,60.484299999999998,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003583,Soledad FM,,Encinal St. & Front St.,Soledad,Monterey,California,,,,,,,,,,-121.33,36.427500000000002,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1000925,Soliare Shoppes Farmers Market,http://www.millerfarms.net,88th and Harlan,Westminster,Adams,Colorado,80031,June to October,Sat:10:00 AM - 3:00 PM;,,,,,,,-105.064616,39.857540999999998,Private business parking lot,Y,N,N,N,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,04/26/12 16:00
1002580,SOLON FARMERS MARKET,,Bus. Hwy. 53 and Main St.,Solon Springs,Douglas,Wisconsin,,,,,,,,,,-91.835999999999999,46.348500000000001,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1002579,Solon Springs Family Fun Days Farmers' Market,,Bus. Hwy. 53,Solon Springs,Douglas,Wisconsin,54873,January to December,Fri:10:00 AM - 4:00 PM;,,,,,,,-91.822411299999999,46.353274300000002,Local government building grounds,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,05/22/12 15:56
1006898,Solon Township Farmers Market,,15185 Algoma Road (at Wiersma Rd.),Cedar Springs,Kent,Michigan,49319,05/18/2013 to 10/26/2013,Sat: 8:00 AM-2:00 PM;,,,,,,,-85.611226000000002,43.241208999999998,Local government building grounds,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,06/17/13 18:45
1006690,Solvang CFM,http://www.sbfarmersmarket.org,Copenhagen Dr. & 1st St.,Solvang,Santa Barbara,California,93101,,,,,,,,,-120.14,34.594999999999999,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1007438,SOMERS FARMERS’ MARKET,,Corner of Main Street and Battle Street,Somers,New London,Connecticut,,,,,,,,,,-72.444199999999995,41.985599999999998,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1008766,Somerset County Farmers' Market,http://www.somersetcountyfarmersmarket.com,"800 Georgian Place, Rear Parking Lot",Somerset,Somerset,Pennsylvania,15501,05/25/2013 to 10/26/2013,Wed: 3:00 PM-6:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-79.078083000000007,40.008411000000002,Private business parking lot,Y,N,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,06/28/13 13:46
1003162,Somerset Farmers Market,,"4150 South Highway 27, Somerset Mall Parking Lot",Somerset,Pulaski,Kentucky,42501,,,,,,,,,-84.620148,37.060301000000003,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,06/24/13 13:55
1006994,SOMERSET FARMERS' MARKET,,100 PUBLIC SQ.,SOMERSET,Perry,Ohio,43783,05/04/2013 to 10/26/2013,Sat: 9:00 AM-1:00 PM;,,,,,,,-82.299507000000006,39.807077,Local government building grounds,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,06/25/13 05:59
1006248,Somersville CFM,,,Somersville,Contra Costa,California,,,,,,,,,,-121.842,38.003300000000003,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1007721,Somerville Farmers Market,http://www.findsomerville.com,Grove and East Main Streets,Somerville,Somerset,New Jersey,,,,,,,,,,-74.610200000000006,40.567700000000002,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1006942,Somerville Winter Farmers' Market,,191 Highland Ave.,Somerville,Middlesex,Massachusetts,2145,,,,,,,,,-71.105900000000005,42.389499999999998,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1002046,Somerville/Davis Square,http://www.massfarmersmarkets.org,Day & Herbert Sts.,Somerville,Middlesex,Massachusetts,2452,May to November,Wed:12:00 PM - 6:00 PM;,,,,,,,-71.123277999999999,42.395319000000001,Local government building grounds,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N,04/30/12 15:09
1005918,Sonoita Growers Market,http://www.diamondjk.com,Diamond JK Nursery,Sonoita,Santa Cruz,Arizona,85637,,,,,,,,,-110.65600000000001,31.6844,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004837,Sonoma Friday CFM,,Depot Museum parking lot,Donoma,Sonoma,California,95409,,,,,,,,,-122.47499999999999,38.295299999999997,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1006255,Sonora's Certified Farmers'Market,http://www.sonoraca.com,94 N. Washington Street,Sonora,Tuolumne,California,95370,05/18/2013 to 10/19/2013,Sat: 7:30 AM-;,,,,,,,-120.38140300000001,37.983631000000003,Closed-off public street,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,06/17/13 15:41
1008062,Soulard Farmers Market,http://www.soulardmarketstl.com,730 Carroll St (at 7th St.) in St Louis MO,St Louis,St. Louis City,Missouri,,01/01/2013 to 12/31/2013,Wed: 8:00 AM-5:00 PM;Thu: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;Sat: 6:00 AM-5:00 PM;,,,,,,,-90.201076999999998,38.610768999999998,Local government building grounds,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,06/24/13 15:10
1008529,South & Passyunk Farmers' Market,http://www.farmtocity.org/FarmersMarkets.asp,On Passyunk Ave at South Street,Philadelphia,Philadelphia,Pennsylvania,19147,06/01/2013 to 11/23/2013,Sat: 10:00 AM-2:00 PM;,,,,,,,-75.150366000000005,39.941569000000001,Closed-off public street,Y,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,06/26/13 10:40
1002114,South Anchorage Farmers' Market,http://www.southanchoragefarmersmarket.com/,"Behind the Dimond Center, in front of the Dimond Center Hotel",Anchorage,Anchorage,Alaska,,07/10/2013 to 09/25/2013,Wed: 10:00 AM-4:00 PM;,,,,,,,-149.86546799999999,61.142479000000002,Private business parking lot,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,06/19/13 13:42
1002115,South Anchorage Farmers' Market,http://www.southanchoragefarmersmarket.com/,Subway/Cellular One Sports Centre at the corner of Old Seward and O'Malley,Anchorage,Anchorage,Alaska,,05/11/2013 to 10/12/2013,Sun: 9:00 AM-2:00 PM;,,,,,,,-149.86053200000001,61.119905000000003,Private business parking lot,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,06/19/13 13:39
1002571,South Austin Farmers Market,http://www.southaustinfarmersmarket.com,2910 S. Congress,Austin,Travis,Texas,78745,,,,,,,,,-97.757900000000006,30.2334,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001350,South Bend Farmers Market,,1105 Northside Blvd.,South Bend,St. Joseph,Indiana,46615,,,,,,,,,-86.209800000000001,41.674599999999998,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001242,South Berkeley Farmers' Market,http://www.ecologycenter.org/bfm,Adeline Street at 63rd Street,Berkeley,Alameda,California,94702,01/01/2013 to 12/31/2013,Tue: 2:00 PM-6:30 PM;,,,,,,,-122.271925,37.847780999999998,Closed-off public street,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,06/27/13 23:48
1006479,SOUTH BOSTON FARMER'S MARKET,,446 West Broadway,South Boston,Suffolk,Massachusetts,2127,May to November,Mon:12:00 PM - 6:30 PM;,,,,,,,-71.046181000000004,42.336215000000003,Other,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,05/ 9/12 11:37
1004809,South Bronx Community Farmers Market,,E. 146th Street & St. AnnNULLs Ave.,,Bronx,New York,,,,,,,,,,-73.914100000000005,40.8123,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1005608,South Burlington Farmer's Market at Healthy Living Market,http://www.healthylivingmarket.com,222 Dorset Street,South Burlington,Chittenden,Vermont,5401,"June 19, 2012 to October",sun:10:00 am - 2:00 pm;,,,,,,,-73.180000000000007,44.462800000000001,Private business parking lot,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,04/20/11 09:50
1002758,South Carolina State Farmers Market,,208-A Wholesale Lane,West Columbia,Lexington,South Carolina,29172,January to December,Mon:4:00 AM - 6:00 PM;Tue:4:00 AM - 6:00 PM;Wed:4:00 AM - 6:00 PM;Thu:4:00 AM - 6:00 PM;Fri:4:00 AM - 6:00 PM;Sat:4:00 AM - 6:00 PM;sun:12:00 PM - 6:00 PM;,,,,,,,-81.064381999999995,33.902728000000003,Federal/State government building grounds,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,05/29/12 10:26
1005015,South Chicago Farmers Market at Chief Nomo Oasis,,2650 E 83rd St,Chicago,,Illinois,60617,,,,,,,,,-87.559100000000001,41.744799999999998,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001657,South Durham Farmers' Market,http://www.southdurhamfarmersmarket.org,5410 NC Highway 55,Durham,Durham,North Carolina,27713,04/06/2013 to 10/31/2013,Sat: 8:00 AM-12:00 PM;,11/02/2013 to 03/29/2014,Sat: 10:00 AM-12:00 PM;,,,,,-78.896556000000004,35.889293000000002,Private business parking lot,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,06/10/13 16:43
1003765,South East Area Farmers' Market,http://www.foodshed.net,"334 Burton St, SE",Grand Rapids,Kent,Michigan,49507,,Fri: 3:00 PM-7:00 PM;,,,,,,,-85.659542000000002,42.927456999999997,Other,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,06/24/13 14:24
1003766,South East Area Farmers' Market,http://www.foodshed.net,"851 Madison, SE",Grand Rapids,Kent,Michigan,49507,06/01/2013 to 11/02/2013,Sat: 11:00 AM-3:00 PM;,,,,,,,-85.659179699999996,42.947199599999998,Educational institution,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,06/24/13 14:20
20308,South East Erie Farmers Market,,East 38th Street and Pine Avenue,Erie,,Pennsylvania,16504,,,,,,,,,-80.049800000000005,42.108499999999999,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,
1002577,South Fork Farmers Market,http://www.sffarmersmarket.org,Junction Routes 160 & 149,South Fork,Rio Grande,Colorado,81154,,,,,,,,,-106.64,37.67,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun 1 2010 8:31PM
1003707,South Gate Farmers Market,http://www.goodveg.org,4855 Tweedy Blvd,South Gate,Los Angeles,California,90280,01/01/2013 to 12/31/2013,Mon: 10:00 AM-3:00 PM;,,,,,,,-118.18364,33.942027000000003,Local government building grounds,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,06/26/13 01:30
1005474,South Glens Falls Farmers Market,,Spring Street,South Glens Falls,Saratoga,New York,12803,,,,,,,,,-73.633700000000005,43.303100000000001,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1007805,South Hampton Farmers' Market,http://www.sohafarmersmarket.com,"Hwy 40 or 44 to South Hampton. East on Chippewa, south on Macklind. Corner of Nottingham and Macklind in the heart of Macklind Ave Business District.",St. Louis,St. Louis city,Missouri,,,,,,,,,,-90.284400000000005,38.585999999999999,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1004279,South Haven Farmers Market,http://www.southhavenfarmersmarket.com,Huron Street,South,Van Buren,Michigan,49090,,,,,,,,,-86.272300000000001,42.401899999999998,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun 15 2010 3:02PM
1002526,South Hill Farmers Market,http://www.southhillva.org,Market Square Parking Lot,South Hill,Mecklenburg,Virginia,23970,05/25/2013 to 10/26/2013,Sat: 8:00 AM-12:00 PM;,,,,,,,-78.130300000000005,36.724299999999999,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,06/10/13 13:44
1001195,South Holland's Town Center Market Place,http://www.southholland.org,162nd and South Park Avenue,South Holland,Cook,Illinois,60473,June to October,Fri:2:00 PM - 7:00 PM;,,,,,,,-87.607039999999998,41.600971000000001,Private business parking lot,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,Y,N,05/18/12 09:45
1002614,South Jordan Farmers Market,http://www.southjordanfarmersmarket.com,South Jordan Towne Center Drive (1600 W. & Redwood Rd.),South Jordan,Salt Lake,Utah,84095,08/03/2013 to 10/26/2013,Sat: 8:00 AM-2:00 PM;,,,,,,,-111.93746400000001,40.558383999999997,Local government building grounds,Y,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,06/11/13 15:36
1005697,South Kansas City's Farmers' Market,,Blue Ridge Blvd & 87th St in Kansas City MO,Kansas City,Jackson,Missouri,64128,,,,,,,,,-94.499799999999993,38.9666,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1008693,South Kearney Farmers' Market,,910 3rd AV,Kearney,Buffalo,Nebraska,68847,06/03/2013 to 10/14/2013,Tue: 4:30 PM-7:00 PM;,,,,,,,-99.085738000000006,40.683036999999999,Private business parking lot,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,06/27/13 16:06
1001671,South Kona Fruit Stand,,"84-4770 Mamalahoa Hwy., Near old Higashi Store",Captain Cook,Hawaii,Hawaii,96704,,,,,,,,,-155.88,19.413900000000002,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004071,South Lake Tahoe Tuesday Farmers Market,http://www.eldoradofarmersmarkets.com,American Legion Hall (Hwy 50),South Lake Tahoe,El Dorado,California,96150,06/04/2013 to 10/08/2013,Tue: 8:00 AM-1:00 PM;,,,,,,,-119.979973,38.929718999999999,Private business parking lot,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,06/12/13 18:09
1008082,South Lake Union Market Featuring Pike Place Market Express,http://www.PikePlaceMarket.org,410 Terry Ave N,Seattle,King,Washington,98109,06/20/2013 to 10/31/2013,Thu: 10:00 AM-2:00 PM;,,,,,,,-122.336775,47.622459999999997,Other,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,06/12/13 12:03
1003404,South Lansing Farmers Market,http://www.southlansing.org,1900 Boston Blvd,Lansing,Ingham,Michigan,48910,June to September,Thu:3:00 PM - 7:00 PM;,,,,,,,-84.576690999999997,42.711711000000001,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,05/16/12 14:01
1007388,South Lyon Farmer & Artisan Market,http://www.downtownsouthlyon.org,,South Lyon,Oakland,Michigan,48178,May to October,Wed:2:00 PM - 7:00 PM;,,,,,,,-83.651898000000003,42.459909000000003,Local government building grounds,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,04/30/12 22:15
1007290,South Madison Farmers Market,,1601 Park St,Madison,Dane,Wisconsin,,May to October,Tue:2:00 PM - 6:00 PM;sun:11:00 AM - 3:00 PM;,,,,,,,-89.394020699999999,43.049992699999997,Private business parking lot,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,05/15/12 10:33
1007291,South Madison Farmers Market,http://www.southmadisonfarmersmarket.com,2520 Rimrock Rd,Madison,Dane,Wisconsin,,June to October,Mon:2:00 PM - 6:00 PM;,,,,,,,-89.379230000000007,43.035960000000003,Healthcare Institution,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,05/15/12 10:33
1008437,South Maple Street Farmers Market,http://www.stonesthoreau.com,103 South Maple Avenue,Davenport,Thayer,Nebraska,68335,01/01/2013 to 06/20/2014,Wed: 7:00 AM-3:00 PM;Thu: 7:00 AM-3:00 PM;Fri: 7:00 AM-3:00 PM;Sat: 9:00 AM-3:00 PM;,,,,,,,-97.813151000000005,40.310192999999998,Other,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,06/25/13 12:50
